name,rating,acs,kd_diff,adr,kpr,apr,fpr,hs,kast,event
"laddermoves
ASP",,139,1.00,184.0,0.99,70%,128.0,0.63,0.21,Funhaver x ROK: Run It Back 2
"Austeeno
Good",(+1),276,1.00,175.7,0.94,75%,112.7,0.61,0.42,Funhaver x ROK: Run It Back 2
"Jstn
HVA",(+1),148,0.99,204.6,1.07,66%,142.9,0.76,0.18,Funhaver x ROK: Run It Back 2
"Kal
Moon",,101,0.99,214.7,1.05,65%,146.6,0.76,0.13,Funhaver x ROK: Run It Back 2
"Spook
Akat",,210,0.99,200.7,0.95,70%,129.6,0.70,0.34,Funhaver x ROK: Run It Back 2
"dawwin
Sean",,323,0.99,200.8,1.11,67%,134.2,0.73,0.14,Funhaver x ROK: Run It Back 2
"roccomax
YSL",(+1),110,0.99,254.5,1.08,63%,165.0,0.87,0.10,Funhaver x ROK: Run It Back 2
"Zyko
zZz",(+1),142,0.99,215.9,0.96,70%,144.2,0.73,0.36,Funhaver x ROK: Run It Back 2
"Dinxx
NBG",,171,0.99,215.5,1.06,71%,142.0,0.76,0.18,Funhaver x ROK: Run It Back 2
"Ericcy
HMNY",,139,0.98,201.0,0.86,72%,123.9,0.63,0.37,Funhaver x ROK: Run It Back 2
"practo
Non-",,131,0.98,169.7,0.93,69%,110.1,0.60,0.34,Funhaver x ROK: Run It Back 2
"Affect
shab",,159,0.98,237.3,1.06,66%,155.2,0.83,0.17,Funhaver x ROK: Run It Back 2
"zekei
Non-",,246,0.98,201.0,0.89,68%,132.0,0.68,0.19,Funhaver x ROK: Run It Back 2
"Torrify
Sexy",,219,0.98,208.0,1.09,67%,142.4,0.74,0.14,Funhaver x ROK: Run It Back 2
"law
Koal",,143,0.97,181.7,0.99,71%,122.8,0.66,0.25,Funhaver x ROK: Run It Back 2
"Leone
Last",(+1),161,0.97,183.4,0.94,78%,114.6,0.67,0.50,Funhaver x ROK: Run It Back 2
"Potatoe
Reti",,172,0.97,206.8,0.95,73%,129.1,0.70,0.45,Funhaver x ROK: Run It Back 2
"rima
Akat",,210,0.97,201.4,0.95,70%,139.0,0.72,0.31,Funhaver x ROK: Run It Back 2
"Toskri
ROSE",(+1),275,0.97,184.4,0.92,70%,118.7,0.63,0.29,Funhaver x ROK: Run It Back 2
"Kyoto
over",(+1),294,0.97,166.9,0.91,72%,111.6,0.62,0.36,Funhaver x ROK: Run It Back 2
"Demi
Nigh",(+1),182,0.97,204.5,0.98,73%,135.0,0.70,0.34,Funhaver x ROK: Run It Back 2
"GTScrubs
RITU",,144,0.96,181.6,0.94,63%,121.5,0.64,0.23,Funhaver x ROK: Run It Back 2
"meL
SR a",(+1),193,0.96,165.7,0.88,77%,106.1,0.58,0.35,Funhaver x ROK: Run It Back 2
"Banshee
shab",,159,0.96,210.7,1.01,69%,137.5,0.74,0.16,Funhaver x ROK: Run It Back 2
"Suhnny
shab",,159,0.96,181.0,0.99,72%,129.4,0.65,0.26,Funhaver x ROK: Run It Back 2
"Racoone
Sean",,323,0.96,188.7,0.92,72%,119.3,0.64,0.48,Funhaver x ROK: Run It Back 2
"Naan
Ebon",(+1),109,0.96,244.0,1.01,67%,158.4,0.83,0.16,Funhaver x ROK: Run It Back 2
"JaydeL
Moon",(+1),199,0.95,205.4,0.93,66%,134.2,0.70,0.26,Funhaver x ROK: Run It Back 2
"Henry
Team",(+1),204,0.95,178.4,0.90,71%,117.5,0.63,0.30,Funhaver x ROK: Run It Back 2
"NMSRLM
Krak",,80,0.95,237.8,1.01,79%,147.3,0.85,0.35,Funhaver x ROK: Run It Back 2
"k0r3a
Moon",,101,0.95,232.2,0.99,61%,148.0,0.82,0.18,Funhaver x ROK: Run It Back 2
"WorldRise
HVA",(+2),148,0.95,222.3,0.95,70%,144.0,0.76,0.20,Funhaver x ROK: Run It Back 2
"stare
Heav",,187,0.95,154.6,0.80,73%,105.5,0.53,0.32,Funhaver x ROK: Run It Back 2
"jjasonl
ABG",,192,0.94,187.8,0.86,71%,125.2,0.63,0.36,Funhaver x ROK: Run It Back 2
"Stimulated
HMNY",,139,0.94,167.2,0.84,73%,110.3,0.61,0.42,Funhaver x ROK: Run It Back 2
"LazyPig89
Eter",,166,0.94,194.4,0.91,68%,130.9,0.69,0.24,Funhaver x ROK: Run It Back 2
"Booey
ABG",,192,0.94,171.8,0.88,69%,107.6,0.61,0.41,Funhaver x ROK: Run It Back 2
"Swagii
Good",,276,0.94,189.2,0.90,66%,130.3,0.64,0.21,Funhaver x ROK: Run It Back 2
"Juice
DXG",,169,0.94,230.6,1.05,64%,157.4,0.85,0.18,Funhaver x ROK: Run It Back 2
"devy
Plan",(+2),141,0.93,196.5,0.91,64%,132.5,0.67,0.24,Funhaver x ROK: Run It Back 2
"Zerohs
Moon",,35,0.93,238.5,0.90,54%,153.0,0.80,0.14,Funhaver x ROK: Run It Back 2
"Crispan
HVA",,113,0.93,166.0,0.89,67%,105.7,0.60,0.27,Funhaver x ROK: Run It Back 2
"Reddot
Team",,204,0.93,186.1,0.86,68%,119.5,0.64,0.33,Funhaver x ROK: Run It Back 2
"iHenDog
YSL",,110,0.93,160.0,0.75,65%,116.0,0.54,0.29,Funhaver x ROK: Run It Back 2
"EFN
PG",,182,0.93,221.1,0.91,68%,140.3,0.70,0.35,Funhaver x ROK: Run It Back 2
"CHRISTIAN DIOR
Void",,144,0.92,188.4,0.91,66%,124.5,0.67,0.40,Funhaver x ROK: Run It Back 2
"Expvsed
Krak",,80,0.92,191.8,0.90,76%,134.6,0.68,0.39,Funhaver x ROK: Run It Back 2
"BlanK
Sean",,323,0.92,231.4,0.98,65%,146.5,0.80,0.17,Funhaver x ROK: Run It Back 2
"Orbital
Void",,144,0.92,168.4,0.96,72%,112.8,0.59,0.21,Funhaver x ROK: Run It Back 2
"EATER
Koal",,143,0.92,198.3,0.97,66%,130.0,0.69,0.20,Funhaver x ROK: Run It Back 2
"Jeba
NA",,177,0.92,225.8,0.91,66%,153.9,0.73,0.23,Funhaver x ROK: Run It Back 2
"Accelerate
Team",,204,0.92,189.2,0.87,72%,131.5,0.68,0.36,Funhaver x ROK: Run It Back 2
"nokAY
Whif",,94,0.91,255.3,0.93,70%,173.9,0.85,0.22,Funhaver x ROK: Run It Back 2
"sonarr
sona",,72,0.91,220.3,0.93,71%,147.1,0.76,0.22,Funhaver x ROK: Run It Back 2
"Drago
SR a",,43,0.91,163.0,0.80,81%,103.4,0.56,0.44,Funhaver x ROK: Run It Back 2
"RiceballiNNN
Sexy",,73,0.91,190.7,0.90,67%,124.8,0.62,0.25,Funhaver x ROK: Run It Back 2
"Sparta
rand",,120,0.90,162.7,0.75,74%,110.5,0.53,0.45,Funhaver x ROK: Run It Back 2
"Prof
Scar",,135,0.90,186.3,0.81,69%,128.4,0.61,0.36,Funhaver x ROK: Run It Back 2
"restro
PG",,182,0.90,185.6,0.90,68%,125.2,0.68,0.37,Funhaver x ROK: Run It Back 2
"lyrical
shab",,159,0.90,179.4,0.76,72%,119.6,0.58,0.45,Funhaver x ROK: Run It Back 2
"Swifts
zZz",(+1),142,0.90,215.1,0.90,64%,141.9,0.73,0.16,Funhaver x ROK: Run It Back 2
"Eros
Una",,157,0.90,187.0,0.82,69%,122.3,0.61,0.31,Funhaver x ROK: Run It Back 2
"BabyJ
Plan",(+2),141,0.89,165.2,0.78,68%,113.6,0.54,0.18,Funhaver x ROK: Run It Back 2
"raedyn
Akat",,210,0.89,187.1,0.83,62%,130.7,0.64,0.22,Funhaver x ROK: Run It Back 2
"Pepper
Abys",,114,0.89,178.3,0.72,63%,112.2,0.54,0.42,Funhaver x ROK: Run It Back 2
"Manny
DXG",(+1),169,0.89,180.3,0.81,70%,120.5,0.59,0.31,Funhaver x ROK: Run It Back 2
"Kairu
Fool",,76,0.88,217.5,0.88,55%,144.2,0.75,0.13,Funhaver x ROK: Run It Back 2
"CRUNCH
Oran",,282,0.88,195.5,0.89,64%,131.4,0.68,0.17,Funhaver x ROK: Run It Back 2
"Raincoat
Good",(+1),172,0.88,178.0,0.91,66%,127.2,0.64,0.22,Funhaver x ROK: Run It Back 2
"d1duca
Whif",,63,0.88,165.5,0.78,68%,118.8,0.56,0.38,Funhaver x ROK: Run It Back 2
"byrus
Eter",(+1),166,0.88,218.1,0.92,64%,143.2,0.75,0.25,Funhaver x ROK: Run It Back 2
"Huji
Una",,37,0.88,211.0,0.90,62%,155.6,0.70,0.14,Funhaver x ROK: Run It Back 2
"auggie
Eter",,166,0.88,174.8,0.83,65%,114.8,0.63,0.36,Funhaver x ROK: Run It Back 2
"SillyShadow
Ebon",,143,0.88,167.7,0.78,73%,112.9,0.59,0.45,Funhaver x ROK: Run It Back 2
"PYTH0N
The",,159,0.88,154.0,0.72,67%,107.4,0.48,0.33,Funhaver x ROK: Run It Back 2
"casuaL
Laze",(+1),246,0.87,174.9,0.80,68%,110.4,0.61,0.35,Funhaver x ROK: Run It Back 2
"Tbite
HVA",,148,0.87,178.1,0.77,59%,128.1,0.57,0.23,Funhaver x ROK: Run It Back 2
"Kill
Team",,91,0.87,220.8,0.90,64%,144.8,0.77,0.12,Funhaver x ROK: Run It Back 2
"Singe
McGi",,72,0.86,201.5,0.88,58%,139.7,0.71,0.21,Funhaver x ROK: Run It Back 2
"Quinn
Krak",,80,0.86,197.3,0.77,69%,131.5,0.64,0.26,Funhaver x ROK: Run It Back 2
"Aloka
JitB",,79,0.86,182.8,0.77,67%,125.7,0.61,0.34,Funhaver x ROK: Run It Back 2
"aikz
Last",,161,0.86,170.4,0.75,72%,106.5,0.55,0.45,Funhaver x ROK: Run It Back 2
"daniel
Scar",,135,0.86,205.7,0.94,63%,128.7,0.74,0.16,Funhaver x ROK: Run It Back 2
"crush
Team",(+2),204,0.86,166.6,0.79,70%,109.0,0.59,0.34,Funhaver x ROK: Run It Back 2
"Lyan
DeTo",,107,0.86,184.6,0.81,73%,115.9,0.65,0.25,Funhaver x ROK: Run It Back 2
"eljo
Eter",,166,0.86,164.9,0.75,67%,107.5,0.55,0.33,Funhaver x ROK: Run It Back 2
"jakee
Reti",,56,0.86,193.3,0.93,57%,138.4,0.73,0.14,Funhaver x ROK: Run It Back 2
"mFH
Reti",(+1),172,0.86,153.6,0.75,65%,99.9,0.52,0.25,Funhaver x ROK: Run It Back 2
"bao
LS",,24,0.86,250.0,0.83,67%,173.3,0.83,0.33,Funhaver x ROK: Run It Back 2
"Sharked
zZz",(+1),142,0.85,155.3,0.72,67%,103.7,0.51,0.25,Funhaver x ROK: Run It Back 2
"Vulcan
Koal",,143,0.85,160.6,0.74,71%,101.7,0.52,0.60,Funhaver x ROK: Run It Back 2
"soup
Una",,157,0.85,161.3,0.81,68%,107.8,0.59,0.34,Funhaver x ROK: Run It Back 2
"Puffy
Cafe",,118,0.85,164.6,0.73,74%,107.0,0.57,0.36,Funhaver x ROK: Run It Back 2
"wrld
Whif",,94,0.85,168.8,0.91,62%,131.1,0.67,0.21,Funhaver x ROK: Run It Back 2
"SuitedSeaster
McGi",,33,0.85,178.5,0.74,52%,120.4,0.61,0.24,Funhaver x ROK: Run It Back 2
"Schlemy
Last",(+1),161,0.84,208.8,0.96,65%,145.0,0.76,0.22,Funhaver x ROK: Run It Back 2
"Zamal
YSL",,110,0.84,191.5,0.84,64%,138.0,0.69,0.12,Funhaver x ROK: Run It Back 2
"SimteK
Whif",,31,0.84,172.0,0.76,52%,114.9,0.61,0.16,Funhaver x ROK: Run It Back 2
"koupert
Nigh",(+1),182,0.84,182.9,0.79,66%,127.1,0.62,0.22,Funhaver x ROK: Run It Back 2
"richie
ABG",,192,0.84,166.8,0.85,65%,110.8,0.63,0.18,Funhaver x ROK: Run It Back 2
"skool
The",,69,0.84,133.0,0.71,71%,90.0,0.49,0.30,Funhaver x ROK: Run It Back 2
"beeb
JitB",,79,0.84,221.3,0.95,62%,144.3,0.78,0.19,Funhaver x ROK: Run It Back 2
"UnKnowN
AURA",,35,0.83,218.0,0.84,60%,145.4,0.74,0.14,Funhaver x ROK: Run It Back 2
"verse
Clip",,64,0.83,194.0,0.81,66%,117.5,0.66,0.20,Funhaver x ROK: Run It Back 2
"SPAGOOBY
Scar",,135,0.83,180.7,0.80,61%,121.2,0.61,0.12,Funhaver x ROK: Run It Back 2
"Critical
Sexy",,46,0.83,172.0,0.75,61%,115.5,0.59,0.17,Funhaver x ROK: Run It Back 2
"Vixtur
DXG",(+1),169,0.83,165.3,0.75,70%,110.0,0.57,0.44,Funhaver x ROK: Run It Back 2
"eroc
JitB",,79,0.82,179.5,0.83,54%,107.8,0.68,0.15,Funhaver x ROK: Run It Back 2
"vaye
Zest",,70,0.82,210.3,0.81,63%,137.9,0.71,0.24,Funhaver x ROK: Run It Back 2
"Sora
Void",,144,0.82,185.1,0.84,67%,127.7,0.66,0.19,Funhaver x ROK: Run It Back 2
"style
Gree",,147,0.81,129.3,0.69,65%,82.6,0.45,0.19,Funhaver x ROK: Run It Back 2
"xeraa
Una",(+1),157,0.81,150.6,0.68,64%,109.4,0.51,0.27,Funhaver x ROK: Run It Back 2
"Uncreative
NA",,177,0.80,171.4,0.74,63%,113.9,0.56,0.44,Funhaver x ROK: Run It Back 2
"Kaktus
Cafe",(+1),118,0.80,165.8,0.72,69%,116.1,0.58,0.32,Funhaver x ROK: Run It Back 2
"atomeow
Cafe",,118,0.80,212.2,0.86,61%,143.2,0.72,0.19,Funhaver x ROK: Run It Back 2
"Myst
Team",,109,0.79,165.8,0.69,64%,112.9,0.57,0.39,Funhaver x ROK: Run It Back 2
"rayne
Krak",,80,0.79,173.0,0.74,60%,111.3,0.58,0.14,Funhaver x ROK: Run It Back 2
"zaj
YSL",,110,0.79,185.3,0.79,61%,126.7,0.62,0.21,Funhaver x ROK: Run It Back 2
"saturn
Abys",,114,0.78,170.3,0.77,62%,113.7,0.61,0.24,Funhaver x ROK: Run It Back 2
"ipaM
Whif",,94,0.78,173.3,0.75,65%,113.0,0.62,0.37,Funhaver x ROK: Run It Back 2
"skyy
Jamo",,36,0.77,160.0,0.67,56%,103.3,0.56,0.22,Funhaver x ROK: Run It Back 2
"s1n
DeTo",(+1),107,0.77,167.6,0.73,64%,118.4,0.58,0.21,Funhaver x ROK: Run It Back 2
"orangejuice
Team",,109,0.77,181.0,0.87,62%,124.8,0.69,0.14,Funhaver x ROK: Run It Back 2
"niveK
Ebon",,143,0.77,136.7,0.68,62%,94.6,0.50,0.28,Funhaver x ROK: Run It Back 2
"Adapt7
Team",(+1),91,0.77,190.2,0.72,60%,135.3,0.62,0.32,Funhaver x ROK: Run It Back 2
"lilho
McGi",,72,0.77,181.3,0.67,63%,129.1,0.60,0.29,Funhaver x ROK: Run It Back 2
"nerds
Moon",(+1),199,0.76,155.9,0.76,65%,103.8,0.57,0.36,Funhaver x ROK: Run It Back 2
"Jhovit
Team",,109,0.76,157.0,0.72,65%,105.8,0.56,0.29,Funhaver x ROK: Run It Back 2
"FmSxScopez
Krak",,80,0.75,164.8,0.69,58%,111.0,0.56,0.21,Funhaver x ROK: Run It Back 2
"mikey
DXG",,169,0.75,172.6,0.79,62%,128.5,0.61,0.18,Funhaver x ROK: Run It Back 2
"Contair
shab",,159,0.74,144.4,0.66,64%,96.9,0.50,0.36,Funhaver x ROK: Run It Back 2
"y3lena
Fool",,76,0.74,166.8,0.73,59%,115.1,0.61,0.26,Funhaver x ROK: Run It Back 2
"Simulate
Void",,144,0.74,176.1,0.71,62%,125.5,0.59,0.22,Funhaver x ROK: Run It Back 2
"Bobstar
Moon",,101,0.74,134.0,0.61,58%,94.3,0.46,0.27,Funhaver x ROK: Run It Back 2
"SexyChristian
Sexy",(+1),219,0.74,141.6,0.63,66%,92.8,0.49,0.35,Funhaver x ROK: Run It Back 2
"m0narcS
Moon",,101,0.74,179.5,0.80,64%,110.5,0.66,0.17,Funhaver x ROK: Run It Back 2
"trez
Nigh",(+2),182,0.73,141.4,0.68,62%,93.4,0.48,0.23,Funhaver x ROK: Run It Back 2
"Devhaur
Fool",,76,0.72,184.5,0.77,55%,123.0,0.66,0.08,Funhaver x ROK: Run It Back 2
"Delta
Fool",,76,0.72,145.8,0.53,53%,102.5,0.42,0.21,Funhaver x ROK: Run It Back 2
"sxaph
Skyl",,64,0.72,183.0,0.80,67%,133.6,0.69,0.16,Funhaver x ROK: Run It Back 2
"aspect
Clip",,64,0.72,179.0,0.70,61%,121.8,0.61,0.09,Funhaver x ROK: Run It Back 2
"Waygo
Team",,109,0.72,149.2,0.59,57%,103.8,0.48,0.40,Funhaver x ROK: Run It Back 2
"Kiyoe
RITU",,50,0.72,114.0,0.64,64%,76.9,0.46,0.30,Funhaver x ROK: Run It Back 2
"cloudzzy
Skyl",,64,0.71,168.5,0.67,58%,119.8,0.61,0.23,Funhaver x ROK: Run It Back 2
"aisu
PG",,182,0.71,120.9,0.60,57%,83.3,0.43,0.29,Funhaver x ROK: Run It Back 2
"Kev
Team",,109,0.70,166.5,0.79,55%,113.6,0.65,0.12,Funhaver x ROK: Run It Back 2
"Jay
McGi",,72,0.70,174.3,0.63,58%,121.2,0.54,0.31,Funhaver x ROK: Run It Back 2
"hush
Jamo",,67,0.70,166.3,0.67,58%,106.6,0.57,0.18,Funhaver x ROK: Run It Back 2
"karmax1
JitB",(+1),79,0.70,131.8,0.55,57%,98.4,0.44,0.37,Funhaver x ROK: Run It Back 2
"Quaack
JitB",,79,0.69,176.0,0.66,67%,112.8,0.57,0.25,Funhaver x ROK: Run It Back 2
"miniature
Reti",,56,0.69,179.3,0.73,57%,127.6,0.63,0.20,Funhaver x ROK: Run It Back 2
"skii
Team",,91,0.69,165.4,0.74,63%,104.4,0.63,0.21,Funhaver x ROK: Run It Back 2
"XPL LF SALANG
sona",,72,0.68,155.5,0.63,51%,104.8,0.56,0.17,Funhaver x ROK: Run It Back 2
"arColm
McGi",,72,0.67,169.3,0.63,60%,111.4,0.54,0.13,Funhaver x ROK: Run It Back 2
"nanno
Zest",,70,0.66,162.3,0.69,54%,118.1,0.60,0.14,Funhaver x ROK: Run It Back 2
"josh67
sona",(+1),72,0.66,161.5,0.65,64%,102.9,0.56,0.26,Funhaver x ROK: Run It Back 2
"Solo
Team",,32,0.65,177.5,0.55,50%,118.8,0.50,0.19,Funhaver x ROK: Run It Back 2
"Jbo
Team",,91,0.65,146.6,0.58,66%,102.4,0.49,0.31,Funhaver x ROK: Run It Back 2
"KillWill
Fool",,76,0.65,124.5,0.56,55%,82.9,0.45,0.36,Funhaver x ROK: Run It Back 2
"Zoom
Clip",(+1),64,0.64,167.5,0.64,63%,102.8,0.56,0.20,Funhaver x ROK: Run It Back 2
"Spooky
Skyl",,64,0.64,175.0,0.65,61%,120.5,0.61,0.14,Funhaver x ROK: Run It Back 2
"Exeos
Whif",(+1),94,0.63,142.0,0.56,54%,99.7,0.48,0.21,Funhaver x ROK: Run It Back 2
"Rayquaza
Moon",(+2),199,0.63,131.8,0.64,58%,90.2,0.49,0.19,Funhaver x ROK: Run It Back 2
"aurahh
Jamo",,67,0.62,179.0,0.65,49%,120.7,0.61,0.12,Funhaver x ROK: Run It Back 2
"Cutch
Clip",,64,0.61,146.3,0.57,55%,95.3,0.50,0.27,Funhaver x ROK: Run It Back 2
"ElyS
sona",,72,0.59,138.3,0.53,51%,103.1,0.46,0.22,Funhaver x ROK: Run It Back 2
"cyy
Team",,59,0.58,139.0,0.67,64%,96.5,0.53,0.25,Funhaver x ROK: Run It Back 2
"Rosetta
Jamo",,67,0.58,146.8,0.53,49%,100.3,0.46,0.16,Funhaver x ROK: Run It Back 2
"lylac
Moon",(+1),101,0.58,133.5,0.48,57%,93.0,0.44,0.18,Funhaver x ROK: Run It Back 2
"danni
sona",,72,0.56,136.3,0.52,58%,96.7,0.46,0.17,Funhaver x ROK: Run It Back 2
"Battison
Zest",,70,0.56,154.0,0.53,56%,110.2,0.47,0.16,Funhaver x ROK: Run It Back 2
"palmE
Clip",(+1),64,0.55,134.3,0.46,58%,94.1,0.39,0.23,Funhaver x ROK: Run It Back 2
"odessaca
Zest",,70,0.54,155.8,0.55,60%,100.8,0.49,0.17,Funhaver x ROK: Run It Back 2
"Luna1
Skyl",,64,0.53,145.3,0.47,53%,93.4,0.42,0.25,Funhaver x ROK: Run It Back 2
"Dezah
AURA",(+1),64,0.52,123.5,0.49,50%,89.8,0.42,0.20,Funhaver x ROK: Run It Back 2
"Rysme
McGi",,39,0.52,128.5,0.50,56%,87.6,0.41,0.21,Funhaver x ROK: Run It Back 2
"Life
HVA",,35,0.51,182.5,0.66,43%,121.3,0.60,0.09,Funhaver x ROK: Run It Back 2
"Levii
AURA",,29,0.49,103.5,0.38,45%,68.0,0.34,0.14,Funhaver x ROK: Run It Back 2
"melya
NA",,53,0.49,116.7,0.48,68%,78.8,0.42,0.25,Funhaver x ROK: Run It Back 2
"nev
AURA",(+1),64,0.47,135.0,0.52,53%,90.8,0.47,0.30,Funhaver x ROK: Run It Back 2
"shinx
AURA",,64,0.47,125.3,0.38,45%,81.8,0.36,0.08,Funhaver x ROK: Run It Back 2
"mana
AURA",(+1),64,0.47,159.8,0.50,50%,100.1,0.48,0.16,Funhaver x ROK: Run It Back 2
"sakura
Zest",,70,0.44,98.8,0.45,47%,64.1,0.37,0.11,Funhaver x ROK: Run It Back 2
"Meeps
Skyl",,64,0.40,105.8,0.39,48%,71.4,0.36,0.23,Funhaver x ROK: Run It Back 2
"Cheese
Jamo",(+1),67,0.37,108.3,0.37,46%,73.2,0.34,0.12,Funhaver x ROK: Run It Back 2
"Sythrine
Jamo",,31,0.29,91.0,0.29,26%,66.8,0.26,0.03,Funhaver x ROK: Run It Back 2
"potato484
Suic",,34,1.59,294.5,2.18,91%,177.0,1.09,0.35,Challengers League 2024 MENA Resilience: Split 2 Promotion
"vlt
Suic",,34,1.42,325.0,1.79,88%,199.1,1.26,0.12,Challengers League 2024 MENA Resilience: Split 2 Promotion
"swagzor
OG",,90,1.34,324.0,1.59,70%,202.5,1.17,0.09,Challengers League 2024 MENA Resilience: Split 2 Promotion
"Tmy
Suic",,34,1.30,276.5,1.50,79%,173.7,1.06,0.26,Challengers League 2024 MENA Resilience: Split 2 Promotion
"Panda
Team",,91,1.29,222.4,1.45,79%,150.2,0.85,0.29,Challengers League 2024 MENA Resilience: Split 2 Promotion
"dArix
Team",,91,1.26,237.6,1.43,81%,157.5,0.85,0.24,Challengers League 2024 MENA Resilience: Split 2 Promotion
"Anas
OG",,90,1.21,206.5,1.18,81%,143.9,0.73,0.37,Challengers League 2024 MENA Resilience: Split 2 Promotion
